name,year,properties,nonCurrentLiabilities,currentLiabbilities,equities,fullPrice,priceNextYear
ALCHEMIA,2005,12126,520,1723,30845,9262800.0,6026400.0
ALCHEMIA,2006,12720,624,1914,37316,6026400.0,4073400.0
ALCHEMIA,2007,16086,610,2677,41013,4073400.0,618163200.0
ALCHEMIA,2008,24380,865,9160,48498,618163200.0,1168500.0
ALCHEMIA,2009,23851,1089,4068,69283,1168500.0,1159200.0
ALCHEMIA,2010,32046,1038,5461,80418,1159200.0,857700.0
ALCHEMIA,2011,35340,817,11266,94012,857700.0,140200.0
ALCHEMIA,2012,41583,738,13688,106601,140200.0,119939300.0
ALCHEMIA,2013,62308,673,14845,119491,119939300.0,911300.0
ALCHEMIA,2014,68630,687,10513,119065,911300.0,2932000.0
ALCHEMIA,2015,68095,661,7154,130446,2932000.0,313200.0
ALCHEMIA,2016,74044,751,10353,143526,313200.0,9377600.0
ALCHEMIA,2017,74142,659,9388,148860,9377600.0,25500.0
GANT,2005,12126,520,1723,30845,9262800.0,6026400.0
GANT,2006,12720,624,1914,37316,6026400.0,4073400.0
GANT,2007,16086,610,2677,41013,4073400.0,618163200.0
GANT,2008,24380,865,9160,48498,618163200.0,1168500.0
GANT,2009,23851,1089,4068,69283,1168500.0,1159200.0
GANT,2010,32046,1038,5461,80418,1159200.0,857700.0
GANT,2011,35340,817,11266,94012,857700.0,140200.0
GANT,2012,41583,738,13688,106601,140200.0,119939300.0
GANT,2013,62308,673,14845,119491,119939300.0,911300.0
GANT,2014,68630,687,10513,119065,911300.0,2932000.0
GANT,2015,68095,661,7154,130446,2932000.0,313200.0
GANT,2016,74044,751,10353,143526,313200.0,9377600.0
GANT,2017,74142,659,9388,148860,9377600.0,25500.0
SKOTAN,2005,12126,520,1723,30845,9262800.0,6026400.0
SKOTAN,2006,12720,624,1914,37316,6026400.0,4073400.0
SKOTAN,2007,16086,610,2677,41013,4073400.0,618163200.0
SKOTAN,2008,24380,865,9160,48498,618163200.0,1168500.0
SKOTAN,2009,23851,1089,4068,69283,1168500.0,1159200.0
SKOTAN,2010,32046,1038,5461,80418,1159200.0,857700.0
SKOTAN,2011,35340,817,11266,94012,857700.0,140200.0
SKOTAN,2012,41583,738,13688,106601,140200.0,119939300.0
SKOTAN,2013,62308,673,14845,119491,119939300.0,911300.0
SKOTAN,2014,68630,687,10513,119065,911300.0,2932000.0
SKOTAN,2015,68095,661,7154,130446,2932000.0,313200.0
SKOTAN,2016,74044,751,10353,143526,313200.0,9377600.0
SKOTAN,2017,74142,659,9388,148860,9377600.0,25500.0
CAPITAL,2005,12126,520,1723,30845,9262800.0,6026400.0
CAPITAL,2006,12720,624,1914,37316,6026400.0,4073400.0
CAPITAL,2007,16086,610,2677,41013,4073400.0,618163200.0
CAPITAL,2008,24380,865,9160,48498,618163200.0,1168500.0
CAPITAL,2009,23851,1089,4068,69283,1168500.0,1159200.0
CAPITAL,2010,32046,1038,5461,80418,1159200.0,857700.0
CAPITAL,2011,35340,817,11266,94012,857700.0,140200.0
CAPITAL,2012,41583,738,13688,106601,140200.0,119939300.0
CAPITAL,2013,62308,673,14845,119491,119939300.0,911300.0
CAPITAL,2014,68630,687,10513,119065,911300.0,2932000.0
CAPITAL,2015,68095,661,7154,130446,2932000.0,313200.0
CAPITAL,2016,74044,751,10353,143526,313200.0,9377600.0
CAPITAL,2017,74142,659,9388,148860,9377600.0,25500.0
BUDOPOL,2005,12126,520,1723,30845,9262800.0,6026400.0
BUDOPOL,2006,12720,624,1914,37316,6026400.0,4073400.0
BUDOPOL,2007,16086,610,2677,41013,4073400.0,618163200.0
BUDOPOL,2008,24380,865,9160,48498,618163200.0,1168500.0
BUDOPOL,2009,23851,1089,4068,69283,1168500.0,1159200.0
BUDOPOL,2010,32046,1038,5461,80418,1159200.0,857700.0
BUDOPOL,2011,35340,817,11266,94012,857700.0,140200.0
BUDOPOL,2012,41583,738,13688,106601,140200.0,119939300.0
BUDOPOL,2013,62308,673,14845,119491,119939300.0,911300.0
BUDOPOL,2014,68630,687,10513,119065,911300.0,2932000.0
BUDOPOL,2015,68095,661,7154,130446,2932000.0,313200.0
BUDOPOL,2016,74044,751,10353,143526,313200.0,9377600.0
BUDOPOL,2017,74142,659,9388,148860,9377600.0,25500.0
PROCHNIK,2005,12126,520,1723,30845,9262800.0,6026400.0
PROCHNIK,2006,12720,624,1914,37316,6026400.0,4073400.0
PROCHNIK,2007,16086,610,2677,41013,4073400.0,618163200.0
PROCHNIK,2008,24380,865,9160,48498,618163200.0,1168500.0
PROCHNIK,2009,23851,1089,4068,69283,1168500.0,1159200.0
PROCHNIK,2010,32046,1038,5461,80418,1159200.0,857700.0
PROCHNIK,2011,35340,817,11266,94012,857700.0,140200.0
PROCHNIK,2012,41583,738,13688,106601,140200.0,119939300.0
PROCHNIK,2013,62308,673,14845,119491,119939300.0,911300.0
PROCHNIK,2014,68630,687,10513,119065,911300.0,2932000.0
PROCHNIK,2015,68095,661,7154,130446,2932000.0,313200.0
PROCHNIK,2016,74044,751,10353,143526,313200.0,9377600.0
PROCHNIK,2017,74142,659,9388,148860,9377600.0,25500.0
LUBAWA,2005,12126,520,1723,30845,9262800.0,6026400.0
LUBAWA,2006,12720,624,1914,37316,6026400.0,4073400.0
LUBAWA,2007,16086,610,2677,41013,4073400.0,618163200.0
LUBAWA,2008,24380,865,9160,48498,618163200.0,1168500.0
LUBAWA,2009,23851,1089,4068,69283,1168500.0,1159200.0
LUBAWA,2010,32046,1038,5461,80418,1159200.0,857700.0
LUBAWA,2011,35340,817,11266,94012,857700.0,140200.0
LUBAWA,2012,41583,738,13688,106601,140200.0,119939300.0
LUBAWA,2013,62308,673,14845,119491,119939300.0,911300.0
LUBAWA,2014,68630,687,10513,119065,911300.0,2932000.0
LUBAWA,2015,68095,661,7154,130446,2932000.0,313200.0
LUBAWA,2016,74044,751,10353,143526,313200.0,9377600.0
LUBAWA,2017,74142,659,9388,148860,9377600.0,25500.0
BAUMA,2005,12126,520,1723,30845,9262800.0,6026400.0
BAUMA,2006,12720,624,1914,37316,6026400.0,4073400.0
BAUMA,2007,16086,610,2677,41013,4073400.0,618163200.0
BAUMA,2008,24380,865,9160,48498,618163200.0,1168500.0
BAUMA,2009,23851,1089,4068,69283,1168500.0,1159200.0
BAUMA,2010,32046,1038,5461,80418,1159200.0,857700.0
BAUMA,2011,35340,817,11266,94012,857700.0,140200.0
BAUMA,2012,41583,738,13688,106601,140200.0,119939300.0
BAUMA,2013,62308,673,14845,119491,119939300.0,911300.0
BAUMA,2014,68630,687,10513,119065,911300.0,2932000.0
BAUMA,2015,68095,661,7154,130446,2932000.0,313200.0
BAUMA,2016,74044,751,10353,143526,313200.0,9377600.0
BAUMA,2017,74142,659,9388,148860,9377600.0,25500.0
CCC,2005,12126,520,1723,30845,9262800.0,6026400.0
CCC,2006,12720,624,1914,37316,6026400.0,4073400.0
CCC,2007,16086,610,2677,41013,4073400.0,618163200.0
CCC,2008,24380,865,9160,48498,618163200.0,1168500.0
CCC,2009,23851,1089,4068,69283,1168500.0,1159200.0
CCC,2010,32046,1038,5461,80418,1159200.0,857700.0
CCC,2011,35340,817,11266,94012,857700.0,140200.0
CCC,2012,41583,738,13688,106601,140200.0,119939300.0
CCC,2013,62308,673,14845,119491,119939300.0,911300.0
CCC,2014,68630,687,10513,119065,911300.0,2932000.0
CCC,2015,68095,661,7154,130446,2932000.0,313200.0
CCC,2016,74044,751,10353,143526,313200.0,9377600.0
CCC,2017,74142,659,9388,148860,9377600.0,25500.0
ATM,2005,12126,520,1723,30845,9262800.0,6026400.0
ATM,2006,12720,624,1914,37316,6026400.0,4073400.0
ATM,2007,16086,610,2677,41013,4073400.0,618163200.0
ATM,2008,24380,865,9160,48498,618163200.0,1168500.0
ATM,2009,23851,1089,4068,69283,1168500.0,1159200.0
ATM,2010,32046,1038,5461,80418,1159200.0,857700.0
ATM,2011,35340,817,11266,94012,857700.0,140200.0
ATM,2012,41583,738,13688,106601,140200.0,119939300.0
ATM,2013,62308,673,14845,119491,119939300.0,911300.0
ATM,2014,68630,687,10513,119065,911300.0,2932000.0
ATM,2015,68095,661,7154,130446,2932000.0,313200.0
ATM,2016,74044,751,10353,143526,313200.0,9377600.0
ATM,2017,74142,659,9388,148860,9377600.0,25500.0
TUP,2005,12126,520,1723,30845,9262800.0,6026400.0
TUP,2006,12720,624,1914,37316,6026400.0,4073400.0
TUP,2007,16086,610,2677,41013,4073400.0,618163200.0
TUP,2008,24380,865,9160,48498,618163200.0,1168500.0
TUP,2009,23851,1089,4068,69283,1168500.0,1159200.0
TUP,2010,32046,1038,5461,80418,1159200.0,857700.0
TUP,2011,35340,817,11266,94012,857700.0,140200.0
TUP,2012,41583,738,13688,106601,140200.0,119939300.0
TUP,2013,62308,673,14845,119491,119939300.0,911300.0
TUP,2014,68630,687,10513,119065,911300.0,2932000.0
TUP,2015,68095,661,7154,130446,2932000.0,313200.0
TUP,2016,74044,751,10353,143526,313200.0,9377600.0
TUP,2017,74142,659,9388,148860,9377600.0,25500.0
KOELNER,2005,12126,520,1723,30845,9262800.0,6026400.0
KOELNER,2006,12720,624,1914,37316,6026400.0,4073400.0
KOELNER,2007,16086,610,2677,41013,4073400.0,618163200.0
KOELNER,2008,24380,865,9160,48498,618163200.0,1168500.0
KOELNER,2009,23851,1089,4068,69283,1168500.0,1159200.0
KOELNER,2010,32046,1038,5461,80418,1159200.0,857700.0
KOELNER,2011,35340,817,11266,94012,857700.0,140200.0
KOELNER,2012,41583,738,13688,106601,140200.0,119939300.0
KOELNER,2013,62308,673,14845,119491,119939300.0,911300.0
KOELNER,2014,68630,687,10513,119065,911300.0,2932000.0
KOELNER,2015,68095,661,7154,130446,2932000.0,313200.0
KOELNER,2016,74044,751,10353,143526,313200.0,9377600.0
KOELNER,2017,74142,659,9388,148860,9377600.0,25500.0
ENAP,2005,12126,520,1723,30845,9262800.0,6026400.0
ENAP,2006,12720,624,1914,37316,6026400.0,4073400.0
ENAP,2007,16086,610,2677,41013,4073400.0,618163200.0
ENAP,2008,24380,865,9160,48498,618163200.0,1168500.0
ENAP,2009,23851,1089,4068,69283,1168500.0,1159200.0
ENAP,2010,32046,1038,5461,80418,1159200.0,857700.0
ENAP,2011,35340,817,11266,94012,857700.0,140200.0
ENAP,2012,41583,738,13688,106601,140200.0,119939300.0
ENAP,2013,62308,673,14845,119491,119939300.0,911300.0
ENAP,2014,68630,687,10513,119065,911300.0,2932000.0
ENAP,2015,68095,661,7154,130446,2932000.0,313200.0
ENAP,2016,74044,751,10353,143526,313200.0,9377600.0
ENAP,2017,74142,659,9388,148860,9377600.0,25500.0
IVAXCORP,2005,12126,520,1723,30845,9262800.0,6026400.0
IVAXCORP,2006,12720,624,1914,37316,6026400.0,4073400.0
IVAXCORP,2007,16086,610,2677,41013,4073400.0,618163200.0
IVAXCORP,2008,24380,865,9160,48498,618163200.0,1168500.0
IVAXCORP,2009,23851,1089,4068,69283,1168500.0,1159200.0
IVAXCORP,2010,32046,1038,5461,80418,1159200.0,857700.0
IVAXCORP,2011,35340,817,11266,94012,857700.0,140200.0
IVAXCORP,2012,41583,738,13688,106601,140200.0,119939300.0
IVAXCORP,2013,62308,673,14845,119491,119939300.0,911300.0
IVAXCORP,2014,68630,687,10513,119065,911300.0,2932000.0
IVAXCORP,2015,68095,661,7154,130446,2932000.0,313200.0
IVAXCORP,2016,74044,751,10353,143526,313200.0,9377600.0
IVAXCORP,2017,74142,659,9388,148860,9377600.0,25500.0
GRAJEWO,2005,12126,520,1723,30845,9262800.0,6026400.0
GRAJEWO,2006,12720,624,1914,37316,6026400.0,4073400.0
GRAJEWO,2007,16086,610,2677,41013,4073400.0,618163200.0
GRAJEWO,2008,24380,865,9160,48498,618163200.0,1168500.0
GRAJEWO,2009,23851,1089,4068,69283,1168500.0,1159200.0
GRAJEWO,2010,32046,1038,5461,80418,1159200.0,857700.0
GRAJEWO,2011,35340,817,11266,94012,857700.0,140200.0
GRAJEWO,2012,41583,738,13688,106601,140200.0,119939300.0
GRAJEWO,2013,62308,673,14845,119491,119939300.0,911300.0
GRAJEWO,2014,68630,687,10513,119065,911300.0,2932000.0
GRAJEWO,2015,68095,661,7154,130446,2932000.0,313200.0
GRAJEWO,2016,74044,751,10353,143526,313200.0,9377600.0
GRAJEWO,2017,74142,659,9388,148860,9377600.0,25500.0
GETIN,2005,12126,520,1723,30845,9262800.0,6026400.0
GETIN,2006,12720,624,1914,37316,6026400.0,4073400.0
GETIN,2007,16086,610,2677,41013,4073400.0,618163200.0
GETIN,2008,24380,865,9160,48498,618163200.0,1168500.0
GETIN,2009,23851,1089,4068,69283,1168500.0,1159200.0
GETIN,2010,32046,1038,5461,80418,1159200.0,857700.0
GETIN,2011,35340,817,11266,94012,857700.0,140200.0
GETIN,2012,41583,738,13688,106601,140200.0,119939300.0
GETIN,2013,62308,673,14845,119491,119939300.0,911300.0
GETIN,2014,68630,687,10513,119065,911300.0,2932000.0
GETIN,2015,68095,661,7154,130446,2932000.0,313200.0
GETIN,2016,74044,751,10353,143526,313200.0,9377600.0
GETIN,2017,74142,659,9388,148860,9377600.0,25500.0
KGHM,2005,12126,520,1723,30845,9262800.0,6026400.0
KGHM,2006,12720,624,1914,37316,6026400.0,4073400.0
KGHM,2007,16086,610,2677,41013,4073400.0,618163200.0
KGHM,2008,24380,865,9160,48498,618163200.0,1168500.0
KGHM,2009,23851,1089,4068,69283,1168500.0,1159200.0
KGHM,2010,32046,1038,5461,80418,1159200.0,857700.0
KGHM,2011,35340,817,11266,94012,857700.0,140200.0
KGHM,2012,41583,738,13688,106601,140200.0,119939300.0
KGHM,2013,62308,673,14845,119491,119939300.0,911300.0
KGHM,2014,68630,687,10513,119065,911300.0,2932000.0
KGHM,2015,68095,661,7154,130446,2932000.0,313200.0
KGHM,2016,74044,751,10353,143526,313200.0,9377600.0
KGHM,2017,74142,659,9388,148860,9377600.0,25500.0
ENERGOPOL,2005,12126,520,1723,30845,9262800.0,6026400.0
ENERGOPOL,2006,12720,624,1914,37316,6026400.0,4073400.0
ENERGOPOL,2007,16086,610,2677,41013,4073400.0,618163200.0
ENERGOPOL,2008,24380,865,9160,48498,618163200.0,1168500.0
ENERGOPOL,2009,23851,1089,4068,69283,1168500.0,1159200.0
ENERGOPOL,2010,32046,1038,5461,80418,1159200.0,857700.0
ENERGOPOL,2011,35340,817,11266,94012,857700.0,140200.0
ENERGOPOL,2012,41583,738,13688,106601,140200.0,119939300.0
ENERGOPOL,2013,62308,673,14845,119491,119939300.0,911300.0
ENERGOPOL,2014,68630,687,10513,119065,911300.0,2932000.0
ENERGOPOL,2015,68095,661,7154,130446,2932000.0,313200.0
ENERGOPOL,2016,74044,751,10353,143526,313200.0,9377600.0
ENERGOPOL,2017,74142,659,9388,148860,9377600.0,25500.0
BETACOM,2005,12126,520,1723,30845,9262800.0,6026400.0
BETACOM,2006,12720,624,1914,37316,6026400.0,4073400.0
BETACOM,2007,16086,610,2677,41013,4073400.0,618163200.0
BETACOM,2008,24380,865,9160,48498,618163200.0,1168500.0
BETACOM,2009,23851,1089,4068,69283,1168500.0,1159200.0
BETACOM,2010,32046,1038,5461,80418,1159200.0,857700.0
BETACOM,2011,35340,817,11266,94012,857700.0,140200.0
BETACOM,2012,41583,738,13688,106601,140200.0,119939300.0
BETACOM,2013,62308,673,14845,119491,119939300.0,911300.0
BETACOM,2014,68630,687,10513,119065,911300.0,2932000.0
BETACOM,2015,68095,661,7154,130446,2932000.0,313200.0
BETACOM,2016,74044,751,10353,143526,313200.0,9377600.0
BETACOM,2017,74142,659,9388,148860,9377600.0,25500.0
APATOR,2005,12126,520,1723,30845,9262800.0,6026400.0
APATOR,2006,12720,624,1914,37316,6026400.0,4073400.0
APATOR,2007,16086,610,2677,41013,4073400.0,618163200.0
APATOR,2008,24380,865,9160,48498,618163200.0,1168500.0
APATOR,2009,23851,1089,4068,69283,1168500.0,1159200.0
APATOR,2010,32046,1038,5461,80418,1159200.0,857700.0
APATOR,2011,35340,817,11266,94012,857700.0,140200.0
APATOR,2012,41583,738,13688,106601,140200.0,119939300.0
APATOR,2013,62308,673,14845,119491,119939300.0,911300.0
APATOR,2014,68630,687,10513,119065,911300.0,2932000.0
APATOR,2015,68095,661,7154,130446,2932000.0,313200.0
APATOR,2016,74044,751,10353,143526,313200.0,9377600.0
APATOR,2017,74142,659,9388,148860,9377600.0,25500.0
04PRO,2005,12126,520,1723,30845,9262800.0,6026400.0
04PRO,2006,12720,624,1914,37316,6026400.0,4073400.0
04PRO,2007,16086,610,2677,41013,4073400.0,618163200.0
04PRO,2008,24380,865,9160,48498,618163200.0,1168500.0
04PRO,2009,23851,1089,4068,69283,1168500.0,1159200.0
04PRO,2010,32046,1038,5461,80418,1159200.0,857700.0
04PRO,2011,35340,817,11266,94012,857700.0,140200.0
04PRO,2012,41583,738,13688,106601,140200.0,119939300.0
04PRO,2013,62308,673,14845,119491,119939300.0,911300.0
04PRO,2014,68630,687,10513,119065,911300.0,2932000.0
04PRO,2015,68095,661,7154,130446,2932000.0,313200.0
04PRO,2016,74044,751,10353,143526,313200.0,9377600.0
04PRO,2017,74142,659,9388,148860,9377600.0,25500.0
SIMPLE,2005,12126,520,1723,30845,9262800.0,6026400.0
SIMPLE,2006,12720,624,1914,37316,6026400.0,4073400.0
SIMPLE,2007,16086,610,2677,41013,4073400.0,618163200.0
SIMPLE,2008,24380,865,9160,48498,618163200.0,1168500.0
SIMPLE,2009,23851,1089,4068,69283,1168500.0,1159200.0
SIMPLE,2010,32046,1038,5461,80418,1159200.0,857700.0
SIMPLE,2011,35340,817,11266,94012,857700.0,140200.0
SIMPLE,2012,41583,738,13688,106601,140200.0,119939300.0
SIMPLE,2013,62308,673,14845,119491,119939300.0,911300.0
SIMPLE,2014,68630,687,10513,119065,911300.0,2932000.0
SIMPLE,2015,68095,661,7154,130446,2932000.0,313200.0
SIMPLE,2016,74044,751,10353,143526,313200.0,9377600.0
SIMPLE,2017,74142,659,9388,148860,9377600.0,25500.0
ELEKTROEX,2005,12126,520,1723,30845,9262800.0,6026400.0
ELEKTROEX,2006,12720,624,1914,37316,6026400.0,4073400.0
ELEKTROEX,2007,16086,610,2677,41013,4073400.0,618163200.0
ELEKTROEX,2008,24380,865,9160,48498,618163200.0,1168500.0
ELEKTROEX,2009,23851,1089,4068,69283,1168500.0,1159200.0
ELEKTROEX,2010,32046,1038,5461,80418,1159200.0,857700.0
ELEKTROEX,2011,35340,817,11266,94012,857700.0,140200.0
ELEKTROEX,2012,41583,738,13688,106601,140200.0,119939300.0
ELEKTROEX,2013,62308,673,14845,119491,119939300.0,911300.0
ELEKTROEX,2014,68630,687,10513,119065,911300.0,2932000.0
ELEKTROEX,2015,68095,661,7154,130446,2932000.0,313200.0
ELEKTROEX,2016,74044,751,10353,143526,313200.0,9377600.0
ELEKTROEX,2017,74142,659,9388,148860,9377600.0,25500.0
TVN,2005,12126,520,1723,30845,9262800.0,6026400.0
TVN,2006,12720,624,1914,37316,6026400.0,4073400.0
TVN,2007,16086,610,2677,41013,4073400.0,618163200.0
TVN,2008,24380,865,9160,48498,618163200.0,1168500.0
TVN,2009,23851,1089,4068,69283,1168500.0,1159200.0
TVN,2010,32046,1038,5461,80418,1159200.0,857700.0
TVN,2011,35340,817,11266,94012,857700.0,140200.0
TVN,2012,41583,738,13688,106601,140200.0,119939300.0
TVN,2013,62308,673,14845,119491,119939300.0,911300.0
TVN,2014,68630,687,10513,119065,911300.0,2932000.0
TVN,2015,68095,661,7154,130446,2932000.0,313200.0
TVN,2016,74044,751,10353,143526,313200.0,9377600.0
TVN,2017,74142,659,9388,148860,9377600.0,25500.0
ELMONTWAR,2005,12126,520,1723,30845,9262800.0,6026400.0
ELMONTWAR,2006,12720,624,1914,37316,6026400.0,4073400.0
ELMONTWAR,2007,16086,610,2677,41013,4073400.0,618163200.0
ELMONTWAR,2008,24380,865,9160,48498,618163200.0,1168500.0
ELMONTWAR,2009,23851,1089,4068,69283,1168500.0,1159200.0
ELMONTWAR,2010,32046,1038,5461,80418,1159200.0,857700.0
ELMONTWAR,2011,35340,817,11266,94012,857700.0,140200.0
ELMONTWAR,2012,41583,738,13688,106601,140200.0,119939300.0
ELMONTWAR,2013,62308,673,14845,119491,119939300.0,911300.0
ELMONTWAR,2014,68630,687,10513,119065,911300.0,2932000.0
ELMONTWAR,2015,68095,661,7154,130446,2932000.0,313200.0
ELMONTWAR,2016,74044,751,10353,143526,313200.0,9377600.0
ELMONTWAR,2017,74142,659,9388,148860,9377600.0,25500.0
JUTRZENKA,2005,12126,520,1723,30845,9262800.0,6026400.0
JUTRZENKA,2006,12720,624,1914,37316,6026400.0,4073400.0
JUTRZENKA,2007,16086,610,2677,41013,4073400.0,618163200.0
JUTRZENKA,2008,24380,865,9160,48498,618163200.0,1168500.0
JUTRZENKA,2009,23851,1089,4068,69283,1168500.0,1159200.0
JUTRZENKA,2010,32046,1038,5461,80418,1159200.0,857700.0
JUTRZENKA,2011,35340,817,11266,94012,857700.0,140200.0
JUTRZENKA,2012,41583,738,13688,106601,140200.0,119939300.0
JUTRZENKA,2013,62308,673,14845,119491,119939300.0,911300.0
JUTRZENKA,2014,68630,687,10513,119065,911300.0,2932000.0
JUTRZENKA,2015,68095,661,7154,130446,2932000.0,313200.0
JUTRZENKA,2016,74044,751,10353,143526,313200.0,9377600.0
JUTRZENKA,2017,74142,659,9388,148860,9377600.0,25500.0
PEPEES,2005,12126,520,1723,30845,9262800.0,6026400.0
PEPEES,2006,12720,624,1914,37316,6026400.0,4073400.0
PEPEES,2007,16086,610,2677,41013,4073400.0,618163200.0
PEPEES,2008,24380,865,9160,48498,618163200.0,1168500.0
PEPEES,2009,23851,1089,4068,69283,1168500.0,1159200.0
PEPEES,2010,32046,1038,5461,80418,1159200.0,857700.0
PEPEES,2011,35340,817,11266,94012,857700.0,140200.0
PEPEES,2012,41583,738,13688,106601,140200.0,119939300.0
PEPEES,2013,62308,673,14845,119491,119939300.0,911300.0
PEPEES,2014,68630,687,10513,119065,911300.0,2932000.0
PEPEES,2015,68095,661,7154,130446,2932000.0,313200.0
PEPEES,2016,74044,751,10353,143526,313200.0,9377600.0
PEPEES,2017,74142,659,9388,148860,9377600.0,25500.0
INSTAL,2005,12126,520,1723,30845,9262800.0,6026400.0
INSTAL,2006,12720,624,1914,37316,6026400.0,4073400.0
INSTAL,2007,16086,610,2677,41013,4073400.0,618163200.0
INSTAL,2008,24380,865,9160,48498,618163200.0,1168500.0
INSTAL,2009,23851,1089,4068,69283,1168500.0,1159200.0
INSTAL,2010,32046,1038,5461,80418,1159200.0,857700.0
INSTAL,2011,35340,817,11266,94012,857700.0,140200.0
INSTAL,2012,41583,738,13688,106601,140200.0,119939300.0
INSTAL,2013,62308,673,14845,119491,119939300.0,911300.0
INSTAL,2014,68630,687,10513,119065,911300.0,2932000.0
INSTAL,2015,68095,661,7154,130446,2932000.0,313200.0
INSTAL,2016,74044,751,10353,143526,313200.0,9377600.0
INSTAL,2017,74142,659,9388,148860,9377600.0,25500.0
ECHO,2005,12126,520,1723,30845,9262800.0,6026400.0
ECHO,2006,12720,624,1914,37316,6026400.0,4073400.0
ECHO,2007,16086,610,2677,41013,4073400.0,618163200.0
ECHO,2008,24380,865,9160,48498,618163200.0,1168500.0
ECHO,2009,23851,1089,4068,69283,1168500.0,1159200.0
ECHO,2010,32046,1038,5461,80418,1159200.0,857700.0
ECHO,2011,35340,817,11266,94012,857700.0,140200.0
ECHO,2012,41583,738,13688,106601,140200.0,119939300.0
ECHO,2013,62308,673,14845,119491,119939300.0,911300.0
ECHO,2014,68630,687,10513,119065,911300.0,2932000.0
ECHO,2015,68095,661,7154,130446,2932000.0,313200.0
ECHO,2016,74044,751,10353,143526,313200.0,9377600.0
ECHO,2017,74142,659,9388,148860,9377600.0,25500.0
MOSTALZAB,2005,12126,520,1723,30845,9262800.0,6026400.0
MOSTALZAB,2006,12720,624,1914,37316,6026400.0,4073400.0
MOSTALZAB,2007,16086,610,2677,41013,4073400.0,618163200.0
MOSTALZAB,2008,24380,865,9160,48498,618163200.0,1168500.0
MOSTALZAB,2009,23851,1089,4068,69283,1168500.0,1159200.0
MOSTALZAB,2010,32046,1038,5461,80418,1159200.0,857700.0
MOSTALZAB,2011,35340,817,11266,94012,857700.0,140200.0
MOSTALZAB,2012,41583,738,13688,106601,140200.0,119939300.0
MOSTALZAB,2013,62308,673,14845,119491,119939300.0,911300.0
MOSTALZAB,2014,68630,687,10513,119065,911300.0,2932000.0
MOSTALZAB,2015,68095,661,7154,130446,2932000.0,313200.0
MOSTALZAB,2016,74044,751,10353,143526,313200.0,9377600.0
MOSTALZAB,2017,74142,659,9388,148860,9377600.0,25500.0
POLIMEXMS,2005,12126,520,1723,30845,9262800.0,6026400.0
POLIMEXMS,2006,12720,624,1914,37316,6026400.0,4073400.0
POLIMEXMS,2007,16086,610,2677,41013,4073400.0,618163200.0
POLIMEXMS,2008,24380,865,9160,48498,618163200.0,1168500.0
POLIMEXMS,2009,23851,1089,4068,69283,1168500.0,1159200.0
POLIMEXMS,2010,32046,1038,5461,80418,1159200.0,857700.0
POLIMEXMS,2011,35340,817,11266,94012,857700.0,140200.0
POLIMEXMS,2012,41583,738,13688,106601,140200.0,119939300.0
POLIMEXMS,2013,62308,673,14845,119491,119939300.0,911300.0
POLIMEXMS,2014,68630,687,10513,119065,911300.0,2932000.0
POLIMEXMS,2015,68095,661,7154,130446,2932000.0,313200.0
POLIMEXMS,2016,74044,751,10353,143526,313200.0,9377600.0
POLIMEXMS,2017,74142,659,9388,148860,9377600.0,25500.0
INTERIA.PL,2005,12126,520,1723,30845,9262800.0,6026400.0
INTERIA.PL,2006,12720,624,1914,37316,6026400.0,4073400.0
INTERIA.PL,2007,16086,610,2677,41013,4073400.0,618163200.0
INTERIA.PL,2008,24380,865,9160,48498,618163200.0,1168500.0
INTERIA.PL,2009,23851,1089,4068,69283,1168500.0,1159200.0
INTERIA.PL,2010,32046,1038,5461,80418,1159200.0,857700.0
INTERIA.PL,2011,35340,817,11266,94012,857700.0,140200.0
INTERIA.PL,2012,41583,738,13688,106601,140200.0,119939300.0
INTERIA.PL,2013,62308,673,14845,119491,119939300.0,911300.0
INTERIA.PL,2014,68630,687,10513,119065,911300.0,2932000.0
INTERIA.PL,2015,68095,661,7154,130446,2932000.0,313200.0
INTERIA.PL,2016,74044,751,10353,143526,313200.0,9377600.0
INTERIA.PL,2017,74142,659,9388,148860,9377600.0,25500.0
PROJPRZEM,2005,12126,520,1723,30845,9262800.0,6026400.0
PROJPRZEM,2006,12720,624,1914,37316,6026400.0,4073400.0
PROJPRZEM,2007,16086,610,2677,41013,4073400.0,618163200.0
PROJPRZEM,2008,24380,865,9160,48498,618163200.0,1168500.0
PROJPRZEM,2009,23851,1089,4068,69283,1168500.0,1159200.0
PROJPRZEM,2010,32046,1038,5461,80418,1159200.0,857700.0
PROJPRZEM,2011,35340,817,11266,94012,857700.0,140200.0
PROJPRZEM,2012,41583,738,13688,106601,140200.0,119939300.0
PROJPRZEM,2013,62308,673,14845,119491,119939300.0,911300.0
PROJPRZEM,2014,68630,687,10513,119065,911300.0,2932000.0
PROJPRZEM,2015,68095,661,7154,130446,2932000.0,313200.0
PROJPRZEM,2016,74044,751,10353,143526,313200.0,9377600.0
PROJPRZEM,2017,74142,659,9388,148860,9377600.0,25500.0
TUEUROPA,2005,12126,520,1723,30845,9262800.0,6026400.0
TUEUROPA,2006,12720,624,1914,37316,6026400.0,4073400.0
TUEUROPA,2007,16086,610,2677,41013,4073400.0,618163200.0
TUEUROPA,2008,24380,865,9160,48498,618163200.0,1168500.0
