name,year,properties,nonCurrentLiabilities,currentLiabbilities,equities,fullPrice,priceNextYear
COGNOR,2008,24380,865,9160,48498,618163200.0,1168500.0
COGNOR,2009,23851,1089,4068,69283,1168500.0,1159200.0
COGNOR,2010,32046,1038,5461,80418,1159200.0,857700.0
COGNOR,2011,35340,817,11266,94012,857700.0,140200.0
COGNOR,2012,41583,738,13688,106601,140200.0,119939300.0
COGNOR,2013,62308,673,14845,119491,119939300.0,911300.0
COGNOR,2014,68630,687,10513,119065,911300.0,2932000.0
COGNOR,2015,68095,661,7154,130446,2932000.0,313200.0
COGNOR,2016,74044,751,10353,143526,313200.0,9377600.0
COGNOR,2017,74142,659,9388,148860,9377600.0,25500.0
BANKIER.PL,2005,12126,520,1723,30845,9262800.0,6026400.0
BANKIER.PL,2006,12720,624,1914,37316,6026400.0,4073400.0
BANKIER.PL,2007,16086,610,2677,41013,4073400.0,618163200.0
BANKIER.PL,2008,24380,865,9160,48498,618163200.0,1168500.0
BANKIER.PL,2009,23851,1089,4068,69283,1168500.0,1159200.0
BANKIER.PL,2010,32046,1038,5461,80418,1159200.0,857700.0
BANKIER.PL,2011,35340,817,11266,94012,857700.0,140200.0
BANKIER.PL,2012,41583,738,13688,106601,140200.0,119939300.0
BANKIER.PL,2013,62308,673,14845,119491,119939300.0,911300.0
BANKIER.PL,2014,68630,687,10513,119065,911300.0,2932000.0
BANKIER.PL,2015,68095,661,7154,130446,2932000.0,313200.0
BANKIER.PL,2016,74044,751,10353,143526,313200.0,9377600.0
BANKIER.PL,2017,74142,659,9388,148860,9377600.0,25500.0
POLAQUA,2005,12126,520,1723,30845,9262800.0,6026400.0
POLAQUA,2006,12720,624,1914,37316,6026400.0,4073400.0
POLAQUA,2007,16086,610,2677,41013,4073400.0,618163200.0
POLAQUA,2008,24380,865,9160,48498,618163200.0,1168500.0
POLAQUA,2009,23851,1089,4068,69283,1168500.0,1159200.0
POLAQUA,2010,32046,1038,5461,80418,1159200.0,857700.0
POLAQUA,2011,35340,817,11266,94012,857700.0,140200.0
POLAQUA,2012,41583,738,13688,106601,140200.0,119939300.0
POLAQUA,2013,62308,673,14845,119491,119939300.0,911300.0
POLAQUA,2014,68630,687,10513,119065,911300.0,2932000.0
POLAQUA,2015,68095,661,7154,130446,2932000.0,313200.0
POLAQUA,2016,74044,751,10353,143526,313200.0,9377600.0
POLAQUA,2017,74142,659,9388,148860,9377600.0,25500.0
ADVADIS,2005,12126,520,1723,30845,9262800.0,6026400.0
ADVADIS,2006,12720,624,1914,37316,6026400.0,4073400.0
ADVADIS,2007,16086,610,2677,41013,4073400.0,618163200.0
ADVADIS,2008,24380,865,9160,48498,618163200.0,1168500.0
ADVADIS,2009,23851,1089,4068,69283,1168500.0,1159200.0
ADVADIS,2010,32046,1038,5461,80418,1159200.0,857700.0
ADVADIS,2011,35340,817,11266,94012,857700.0,140200.0
ADVADIS,2012,41583,738,13688,106601,140200.0,119939300.0
ADVADIS,2013,62308,673,14845,119491,119939300.0,911300.0
ADVADIS,2014,68630,687,10513,119065,911300.0,2932000.0
ADVADIS,2015,68095,661,7154,130446,2932000.0,313200.0
ADVADIS,2016,74044,751,10353,143526,313200.0,9377600.0
ADVADIS,2017,74142,659,9388,148860,9377600.0,25500.0
ZREMB,2005,12126,520,1723,30845,9262800.0,6026400.0
ZREMB,2006,12720,624,1914,37316,6026400.0,4073400.0
ZREMB,2007,16086,610,2677,41013,4073400.0,618163200.0
ZREMB,2008,24380,865,9160,48498,618163200.0,1168500.0
ZREMB,2009,23851,1089,4068,69283,1168500.0,1159200.0
ZREMB,2010,32046,1038,5461,80418,1159200.0,857700.0
ZREMB,2011,35340,817,11266,94012,857700.0,140200.0
ZREMB,2012,41583,738,13688,106601,140200.0,119939300.0
ZREMB,2013,62308,673,14845,119491,119939300.0,911300.0
ZREMB,2014,68630,687,10513,119065,911300.0,2932000.0
ZREMB,2015,68095,661,7154,130446,2932000.0,313200.0
ZREMB,2016,74044,751,10353,143526,313200.0,9377600.0
ZREMB,2017,74142,659,9388,148860,9377600.0,25500.0
KOMPUTRON,2005,12126,520,1723,30845,9262800.0,6026400.0
KOMPUTRON,2006,12720,624,1914,37316,6026400.0,4073400.0
KOMPUTRON,2007,16086,610,2677,41013,4073400.0,618163200.0
KOMPUTRON,2008,24380,865,9160,48498,618163200.0,1168500.0
KOMPUTRON,2009,23851,1089,4068,69283,1168500.0,1159200.0
KOMPUTRON,2010,32046,1038,5461,80418,1159200.0,857700.0
KOMPUTRON,2011,35340,817,11266,94012,857700.0,140200.0
KOMPUTRON,2012,41583,738,13688,106601,140200.0,119939300.0
KOMPUTRON,2013,62308,673,14845,119491,119939300.0,911300.0
KOMPUTRON,2014,68630,687,10513,119065,911300.0,2932000.0
KOMPUTRON,2015,68095,661,7154,130446,2932000.0,313200.0
KOMPUTRON,2016,74044,751,10353,143526,313200.0,9377600.0
KOMPUTRON,2017,74142,659,9388,148860,9377600.0,25500.0
MEWA,2005,12126,520,1723,30845,9262800.0,6026400.0
MEWA,2006,12720,624,1914,37316,6026400.0,4073400.0
MEWA,2007,16086,610,2677,41013,4073400.0,618163200.0
MEWA,2008,24380,865,9160,48498,618163200.0,1168500.0
MEWA,2009,23851,1089,4068,69283,1168500.0,1159200.0
MEWA,2010,32046,1038,5461,80418,1159200.0,857700.0
MEWA,2011,35340,817,11266,94012,857700.0,140200.0
MEWA,2012,41583,738,13688,106601,140200.0,119939300.0
MEWA,2013,62308,673,14845,119491,119939300.0,911300.0
MEWA,2014,68630,687,10513,119065,911300.0,2932000.0
MEWA,2015,68095,661,7154,130446,2932000.0,313200.0
MEWA,2016,74044,751,10353,143526,313200.0,9377600.0
MEWA,2017,74142,659,9388,148860,9377600.0,25500.0
ORCOGROUP,2005,12126,520,1723,30845,9262800.0,6026400.0
ORCOGROUP,2006,12720,624,1914,37316,6026400.0,4073400.0
ORCOGROUP,2007,16086,610,2677,41013,4073400.0,618163200.0
ORCOGROUP,2008,24380,865,9160,48498,618163200.0,1168500.0
ORCOGROUP,2009,23851,1089,4068,69283,1168500.0,1159200.0
ORCOGROUP,2010,32046,1038,5461,80418,1159200.0,857700.0
ORCOGROUP,2011,35340,817,11266,94012,857700.0,140200.0
ORCOGROUP,2012,41583,738,13688,106601,140200.0,119939300.0
ORCOGROUP,2013,62308,673,14845,119491,119939300.0,911300.0
ORCOGROUP,2014,68630,687,10513,119065,911300.0,2932000.0
ORCOGROUP,2015,68095,661,7154,130446,2932000.0,313200.0
ORCOGROUP,2016,74044,751,10353,143526,313200.0,9377600.0
ORCOGROUP,2017,74142,659,9388,148860,9377600.0,25500.0
CAMMEDIA,2005,12126,520,1723,30845,9262800.0,6026400.0
CAMMEDIA,2006,12720,624,1914,37316,6026400.0,4073400.0
CAMMEDIA,2007,16086,610,2677,41013,4073400.0,618163200.0
CAMMEDIA,2008,24380,865,9160,48498,618163200.0,1168500.0
CAMMEDIA,2009,23851,1089,4068,69283,1168500.0,1159200.0
CAMMEDIA,2010,32046,1038,5461,80418,1159200.0,857700.0
CAMMEDIA,2011,35340,817,11266,94012,857700.0,140200.0
CAMMEDIA,2012,41583,738,13688,106601,140200.0,119939300.0
CAMMEDIA,2013,62308,673,14845,119491,119939300.0,911300.0
CAMMEDIA,2014,68630,687,10513,119065,911300.0,2932000.0
CAMMEDIA,2015,68095,661,7154,130446,2932000.0,313200.0
CAMMEDIA,2016,74044,751,10353,143526,313200.0,9377600.0
CAMMEDIA,2017,74142,659,9388,148860,9377600.0,25500.0
ECARD,2005,12126,520,1723,30845,9262800.0,6026400.0
ECARD,2006,12720,624,1914,37316,6026400.0,4073400.0
ECARD,2007,16086,610,2677,41013,4073400.0,618163200.0
ECARD,2008,24380,865,9160,48498,618163200.0,1168500.0
ECARD,2009,23851,1089,4068,69283,1168500.0,1159200.0
ECARD,2010,32046,1038,5461,80418,1159200.0,857700.0
ECARD,2011,35340,817,11266,94012,857700.0,140200.0
ECARD,2012,41583,738,13688,106601,140200.0,119939300.0
ECARD,2013,62308,673,14845,119491,119939300.0,911300.0
ECARD,2014,68630,687,10513,119065,911300.0,2932000.0
ECARD,2015,68095,661,7154,130446,2932000.0,313200.0
ECARD,2016,74044,751,10353,143526,313200.0,9377600.0
ECARD,2017,74142,659,9388,148860,9377600.0,25500.0
ARCUS,2005,12126,520,1723,30845,9262800.0,6026400.0
ARCUS,2006,12720,624,1914,37316,6026400.0,4073400.0
ARCUS,2007,16086,610,2677,41013,4073400.0,618163200.0
ARCUS,2008,24380,865,9160,48498,618163200.0,1168500.0
ARCUS,2009,23851,1089,4068,69283,1168500.0,1159200.0
ARCUS,2010,32046,1038,5461,80418,1159200.0,857700.0
ARCUS,2011,35340,817,11266,94012,857700.0,140200.0
ARCUS,2012,41583,738,13688,106601,140200.0,119939300.0
ARCUS,2013,62308,673,14845,119491,119939300.0,911300.0
ARCUS,2014,68630,687,10513,119065,911300.0,2932000.0
ARCUS,2015,68095,661,7154,130446,2932000.0,313200.0
ARCUS,2016,74044,751,10353,143526,313200.0,9377600.0
ARCUS,2017,74142,659,9388,148860,9377600.0,25500.0
NETMEDIA,2005,12126,520,1723,30845,9262800.0,6026400.0
NETMEDIA,2006,12720,624,1914,37316,6026400.0,4073400.0
NETMEDIA,2007,16086,610,2677,41013,4073400.0,618163200.0
NETMEDIA,2008,24380,865,9160,48498,618163200.0,1168500.0
NETMEDIA,2009,23851,1089,4068,69283,1168500.0,1159200.0
NETMEDIA,2010,32046,1038,5461,80418,1159200.0,857700.0
NETMEDIA,2011,35340,817,11266,94012,857700.0,140200.0
NETMEDIA,2012,41583,738,13688,106601,140200.0,119939300.0
NETMEDIA,2013,62308,673,14845,119491,119939300.0,911300.0
NETMEDIA,2014,68630,687,10513,119065,911300.0,2932000.0
NETMEDIA,2015,68095,661,7154,130446,2932000.0,313200.0
NETMEDIA,2016,74044,751,10353,143526,313200.0,9377600.0
NETMEDIA,2017,74142,659,9388,148860,9377600.0,25500.0
WOJAS,2005,12126,520,1723,30845,9262800.0,6026400.0
WOJAS,2006,12720,624,1914,37316,6026400.0,4073400.0
WOJAS,2007,16086,610,2677,41013,4073400.0,618163200.0
WOJAS,2008,24380,865,9160,48498,618163200.0,1168500.0
WOJAS,2009,23851,1089,4068,69283,1168500.0,1159200.0
WOJAS,2010,32046,1038,5461,80418,1159200.0,857700.0
WOJAS,2011,35340,817,11266,94012,857700.0,140200.0
WOJAS,2012,41583,738,13688,106601,140200.0,119939300.0
WOJAS,2013,62308,673,14845,119491,119939300.0,911300.0
WOJAS,2014,68630,687,10513,119065,911300.0,2932000.0
WOJAS,2015,68095,661,7154,130446,2932000.0,313200.0
WOJAS,2016,74044,751,10353,143526,313200.0,9377600.0
WOJAS,2017,74142,659,9388,148860,9377600.0,25500.0
PANOVA,2005,12126,520,1723,30845,9262800.0,6026400.0
PANOVA,2006,12720,624,1914,37316,6026400.0,4073400.0
PANOVA,2007,16086,610,2677,41013,4073400.0,618163200.0
PANOVA,2008,24380,865,9160,48498,618163200.0,1168500.0
PANOVA,2009,23851,1089,4068,69283,1168500.0,1159200.0
PANOVA,2010,32046,1038,5461,80418,1159200.0,857700.0
PANOVA,2011,35340,817,11266,94012,857700.0,140200.0
PANOVA,2012,41583,738,13688,106601,140200.0,119939300.0
PANOVA,2013,62308,673,14845,119491,119939300.0,911300.0
PANOVA,2014,68630,687,10513,119065,911300.0,2932000.0
PANOVA,2015,68095,661,7154,130446,2932000.0,313200.0
PANOVA,2016,74044,751,10353,143526,313200.0,9377600.0
PANOVA,2017,74142,659,9388,148860,9377600.0,25500.0
KREDYTIN,2005,12126,520,1723,30845,9262800.0,6026400.0
KREDYTIN,2006,12720,624,1914,37316,6026400.0,4073400.0
KREDYTIN,2007,16086,610,2677,41013,4073400.0,618163200.0
KREDYTIN,2008,24380,865,9160,48498,618163200.0,1168500.0
KREDYTIN,2009,23851,1089,4068,69283,1168500.0,1159200.0
KREDYTIN,2010,32046,1038,5461,80418,1159200.0,857700.0
KREDYTIN,2011,35340,817,11266,94012,857700.0,140200.0
KREDYTIN,2012,41583,738,13688,106601,140200.0,119939300.0
KREDYTIN,2013,62308,673,14845,119491,119939300.0,911300.0
KREDYTIN,2014,68630,687,10513,119065,911300.0,2932000.0
KREDYTIN,2015,68095,661,7154,130446,2932000.0,313200.0
KREDYTIN,2016,74044,751,10353,143526,313200.0,9377600.0
KREDYTIN,2017,74142,659,9388,148860,9377600.0,25500.0
KOFOLA,2005,12126,520,1723,30845,9262800.0,6026400.0
KOFOLA,2006,12720,624,1914,37316,6026400.0,4073400.0
KOFOLA,2007,16086,610,2677,41013,4073400.0,618163200.0
KOFOLA,2008,24380,865,9160,48498,618163200.0,1168500.0
KOFOLA,2009,23851,1089,4068,69283,1168500.0,1159200.0
KOFOLA,2010,32046,1038,5461,80418,1159200.0,857700.0
KOFOLA,2011,35340,817,11266,94012,857700.0,140200.0
KOFOLA,2012,41583,738,13688,106601,140200.0,119939300.0
KOFOLA,2013,62308,673,14845,119491,119939300.0,911300.0
KOFOLA,2014,68630,687,10513,119065,911300.0,2932000.0
KOFOLA,2015,68095,661,7154,130446,2932000.0,313200.0
KOFOLA,2016,74044,751,10353,143526,313200.0,9377600.0
KOFOLA,2017,74142,659,9388,148860,9377600.0,25500.0
PRIMAMODA,2005,12126,520,1723,30845,9262800.0,6026400.0
PRIMAMODA,2006,12720,624,1914,37316,6026400.0,4073400.0
PRIMAMODA,2007,16086,610,2677,41013,4073400.0,618163200.0
PRIMAMODA,2008,24380,865,9160,48498,618163200.0,1168500.0
PRIMAMODA,2009,23851,1089,4068,69283,1168500.0,1159200.0
PRIMAMODA,2010,32046,1038,5461,80418,1159200.0,857700.0
PRIMAMODA,2011,35340,817,11266,94012,857700.0,140200.0
PRIMAMODA,2012,41583,738,13688,106601,140200.0,119939300.0
PRIMAMODA,2013,62308,673,14845,119491,119939300.0,911300.0
PRIMAMODA,2014,68630,687,10513,119065,911300.0,2932000.0
PRIMAMODA,2015,68095,661,7154,130446,2932000.0,313200.0
PRIMAMODA,2016,74044,751,10353,143526,313200.0,9377600.0
PRIMAMODA,2017,74142,659,9388,148860,9377600.0,25500.0
PONAR,2005,12126,520,1723,30845,9262800.0,6026400.0
PONAR,2006,12720,624,1914,37316,6026400.0,4073400.0
PONAR,2007,16086,610,2677,41013,4073400.0,618163200.0
PONAR,2008,24380,865,9160,48498,618163200.0,1168500.0
PONAR,2009,23851,1089,4068,69283,1168500.0,1159200.0
PONAR,2010,32046,1038,5461,80418,1159200.0,857700.0
PONAR,2011,35340,817,11266,94012,857700.0,140200.0
PONAR,2012,41583,738,13688,106601,140200.0,119939300.0
PONAR,2013,62308,673,14845,119491,119939300.0,911300.0
PONAR,2014,68630,687,10513,119065,911300.0,2932000.0
PONAR,2015,68095,661,7154,130446,2932000.0,313200.0
PONAR,2016,74044,751,10353,143526,313200.0,9377600.0
PONAR,2017,74142,659,9388,148860,9377600.0,25500.0
BAKALLAND,2005,12126,520,1723,30845,9262800.0,6026400.0
BAKALLAND,2006,12720,624,1914,37316,6026400.0,4073400.0
BAKALLAND,2007,16086,610,2677,41013,4073400.0,618163200.0
BAKALLAND,2008,24380,865,9160,48498,618163200.0,1168500.0
BAKALLAND,2009,23851,1089,4068,69283,1168500.0,1159200.0
BAKALLAND,2010,32046,1038,5461,80418,1159200.0,857700.0
BAKALLAND,2011,35340,817,11266,94012,857700.0,140200.0
BAKALLAND,2012,41583,738,13688,106601,140200.0,119939300.0
BAKALLAND,2013,62308,673,14845,119491,119939300.0,911300.0
BAKALLAND,2014,68630,687,10513,119065,911300.0,2932000.0
BAKALLAND,2015,68095,661,7154,130446,2932000.0,313200.0
BAKALLAND,2016,74044,751,10353,143526,313200.0,9377600.0
BAKALLAND,2017,74142,659,9388,148860,9377600.0,25500.0
TERESA,2005,12126,520,1723,30845,9262800.0,6026400.0
TERESA,2006,12720,624,1914,37316,6026400.0,4073400.0
TERESA,2007,16086,610,2677,41013,4073400.0,618163200.0
TERESA,2008,24380,865,9160,48498,618163200.0,1168500.0
TERESA,2009,23851,1089,4068,69283,1168500.0,1159200.0
TERESA,2010,32046,1038,5461,80418,1159200.0,857700.0
TERESA,2011,35340,817,11266,94012,857700.0,140200.0
TERESA,2012,41583,738,13688,106601,140200.0,119939300.0
TERESA,2013,62308,673,14845,119491,119939300.0,911300.0
TERESA,2014,68630,687,10513,119065,911300.0,2932000.0
TERESA,2015,68095,661,7154,130446,2932000.0,313200.0
TERESA,2016,74044,751,10353,143526,313200.0,9377600.0
TERESA,2017,74142,659,9388,148860,9377600.0,25500.0
ESSYSTEM,2005,12126,520,1723,30845,9262800.0,6026400.0
ESSYSTEM,2006,12720,624,1914,37316,6026400.0,4073400.0
ESSYSTEM,2007,16086,610,2677,41013,4073400.0,618163200.0
ESSYSTEM,2008,24380,865,9160,48498,618163200.0,1168500.0
ESSYSTEM,2009,23851,1089,4068,69283,1168500.0,1159200.0
ESSYSTEM,2010,32046,1038,5461,80418,1159200.0,857700.0
ESSYSTEM,2011,35340,817,11266,94012,857700.0,140200.0
ESSYSTEM,2012,41583,738,13688,106601,140200.0,119939300.0
ESSYSTEM,2013,62308,673,14845,119491,119939300.0,911300.0
ESSYSTEM,2014,68630,687,10513,119065,911300.0,2932000.0
ESSYSTEM,2015,68095,661,7154,130446,2932000.0,313200.0
ESSYSTEM,2016,74044,751,10353,143526,313200.0,9377600.0
ESSYSTEM,2017,74142,659,9388,148860,9377600.0,25500.0
GFPREMIUM,2005,12126,520,1723,30845,9262800.0,6026400.0
GFPREMIUM,2006,12720,624,1914,37316,6026400.0,4073400.0
GFPREMIUM,2007,16086,610,2677,41013,4073400.0,618163200.0
GFPREMIUM,2008,24380,865,9160,48498,618163200.0,1168500.0
GFPREMIUM,2009,23851,1089,4068,69283,1168500.0,1159200.0
GFPREMIUM,2010,32046,1038,5461,80418,1159200.0,857700.0
GFPREMIUM,2011,35340,817,11266,94012,857700.0,140200.0
GFPREMIUM,2012,41583,738,13688,106601,140200.0,119939300.0
GFPREMIUM,2013,62308,673,14845,119491,119939300.0,911300.0
GFPREMIUM,2014,68630,687,10513,119065,911300.0,2932000.0
GFPREMIUM,2015,68095,661,7154,130446,2932000.0,313200.0
GFPREMIUM,2016,74044,751,10353,143526,313200.0,9377600.0
GFPREMIUM,2017,74142,659,9388,148860,9377600.0,25500.0
SRUBEX,2005,12126,520,1723,30845,9262800.0,6026400.0
SRUBEX,2006,12720,624,1914,37316,6026400.0,4073400.0
SRUBEX,2007,16086,610,2677,41013,4073400.0,618163200.0
SRUBEX,2008,24380,865,9160,48498,618163200.0,1168500.0
SRUBEX,2009,23851,1089,4068,69283,1168500.0,1159200.0
SRUBEX,2010,32046,1038,5461,80418,1159200.0,857700.0
SRUBEX,2011,35340,817,11266,94012,857700.0,140200.0
SRUBEX,2012,41583,738,13688,106601,140200.0,119939300.0
SRUBEX,2013,62308,673,14845,119491,119939300.0,911300.0
SRUBEX,2014,68630,687,10513,119065,911300.0,2932000.0
SRUBEX,2015,68095,661,7154,130446,2932000.0,313200.0
SRUBEX,2016,74044,751,10353,143526,313200.0,9377600.0
SRUBEX,2017,74142,659,9388,148860,9377600.0,25500.0
OPONEO.PL,2005,12126,520,1723,30845,9262800.0,6026400.0
OPONEO.PL,2006,12720,624,1914,37316,6026400.0,4073400.0
OPONEO.PL,2007,16086,610,2677,41013,4073400.0,618163200.0
OPONEO.PL,2008,24380,865,9160,48498,618163200.0,1168500.0
OPONEO.PL,2009,23851,1089,4068,69283,1168500.0,1159200.0
OPONEO.PL,2010,32046,1038,5461,80418,1159200.0,857700.0
OPONEO.PL,2011,35340,817,11266,94012,857700.0,140200.0
OPONEO.PL,2012,41583,738,13688,106601,140200.0,119939300.0
OPONEO.PL,2013,62308,673,14845,119491,119939300.0,911300.0
OPONEO.PL,2014,68630,687,10513,119065,911300.0,2932000.0
OPONEO.PL,2015,68095,661,7154,130446,2932000.0,313200.0
OPONEO.PL,2016,74044,751,10353,143526,313200.0,9377600.0
OPONEO.PL,2017,74142,659,9388,148860,9377600.0,25500.0
MERCOR,2005,12126,520,1723,30845,9262800.0,6026400.0
MERCOR,2006,12720,624,1914,37316,6026400.0,4073400.0
MERCOR,2007,16086,610,2677,41013,4073400.0,618163200.0
MERCOR,2008,24380,865,9160,48498,618163200.0,1168500.0
MERCOR,2009,23851,1089,4068,69283,1168500.0,1159200.0
MERCOR,2010,32046,1038,5461,80418,1159200.0,857700.0
MERCOR,2011,35340,817,11266,94012,857700.0,140200.0
MERCOR,2012,41583,738,13688,106601,140200.0,119939300.0
MERCOR,2013,62308,673,14845,119491,119939300.0,911300.0
MERCOR,2014,68630,687,10513,119065,911300.0,2932000.0
MERCOR,2015,68095,661,7154,130446,2932000.0,313200.0
MERCOR,2016,74044,751,10353,143526,313200.0,9377600.0
MERCOR,2017,74142,659,9388,148860,9377600.0,25500.0
LSISOFT,2005,12126,520,1723,30845,9262800.0,6026400.0
LSISOFT,2006,12720,624,1914,37316,6026400.0,4073400.0
LSISOFT,2007,16086,610,2677,41013,4073400.0,618163200.0
LSISOFT,2008,24380,865,9160,48498,618163200.0,1168500.0
LSISOFT,2009,23851,1089,4068,69283,1168500.0,1159200.0
LSISOFT,2010,32046,1038,5461,80418,1159200.0,857700.0
LSISOFT,2011,35340,817,11266,94012,857700.0,140200.0
LSISOFT,2012,41583,738,13688,106601,140200.0,119939300.0
LSISOFT,2013,62308,673,14845,119491,119939300.0,911300.0
LSISOFT,2014,68630,687,10513,119065,911300.0,2932000.0
LSISOFT,2015,68095,661,7154,130446,2932000.0,313200.0
LSISOFT,2016,74044,751,10353,143526,313200.0,9377600.0
LSISOFT,2017,74142,659,9388,148860,9377600.0,25500.0
CENTROZAP,2005,12126,520,1723,30845,9262800.0,6026400.0
CENTROZAP,2006,12720,624,1914,37316,6026400.0,4073400.0
CENTROZAP,2007,16086,610,2677,41013,4073400.0,618163200.0
CENTROZAP,2008,24380,865,9160,48498,618163200.0,1168500.0
CENTROZAP,2009,23851,1089,4068,69283,1168500.0,1159200.0
CENTROZAP,2010,32046,1038,5461,80418,1159200.0,857700.0
CENTROZAP,2011,35340,817,11266,94012,857700.0,140200.0
CENTROZAP,2012,41583,738,13688,106601,140200.0,119939300.0
CENTROZAP,2013,62308,673,14845,119491,119939300.0,911300.0
CENTROZAP,2014,68630,687,10513,119065,911300.0,2932000.0
CENTROZAP,2015,68095,661,7154,130446,2932000.0,313200.0
CENTROZAP,2016,74044,751,10353,143526,313200.0,9377600.0
CENTROZAP,2017,74142,659,9388,148860,9377600.0,25500.0
ABMSOLID,2005,12126,520,1723,30845,9262800.0,6026400.0
ABMSOLID,2006,12720,624,1914,37316,6026400.0,4073400.0
ABMSOLID,2007,16086,610,2677,41013,4073400.0,618163200.0
ABMSOLID,2008,24380,865,9160,48498,618163200.0,1168500.0
ABMSOLID,2009,23851,1089,4068,69283,1168500.0,1159200.0
ABMSOLID,2010,32046,1038,5461,80418,1159200.0,857700.0
ABMSOLID,2011,35340,817,11266,94012,857700.0,140200.0
ABMSOLID,2012,41583,738,13688,106601,140200.0,119939300.0
ABMSOLID,2013,62308,673,14845,119491,119939300.0,911300.0
ABMSOLID,2014,68630,687,10513,119065,911300.0,2932000.0
ABMSOLID,2015,68095,661,7154,130446,2932000.0,313200.0
ABMSOLID,2016,74044,751,10353,143526,313200.0,9377600.0
ABMSOLID,2017,74142,659,9388,148860,9377600.0,25500.0
GINOROSSI,2005,12126,520,1723,30845,9262800.0,6026400.0
GINOROSSI,2006,12720,624,1914,37316,6026400.0,4073400.0
GINOROSSI,2007,16086,610,2677,41013,4073400.0,618163200.0
GINOROSSI,2008,24380,865,9160,48498,618163200.0,1168500.0
GINOROSSI,2009,23851,1089,4068,69283,1168500.0,1159200.0
GINOROSSI,2010,32046,1038,5461,80418,1159200.0,857700.0
GINOROSSI,2011,35340,817,11266,94012,857700.0,140200.0
GINOROSSI,2012,41583,738,13688,106601,140200.0,119939300.0
GINOROSSI,2013,62308,673,14845,119491,119939300.0,911300.0
GINOROSSI,2014,68630,687,10513,119065,911300.0,2932000.0
GINOROSSI,2015,68095,661,7154,130446,2932000.0,313200.0
GINOROSSI,2016,74044,751,10353,143526,313200.0,9377600.0
GINOROSSI,2017,74142,659,9388,148860,9377600.0,25500.0
CASHFLOW,2005,12126,520,1723,30845,9262800.0,6026400.0
CASHFLOW,2006,12720,624,1914,37316,6026400.0,4073400.0
CASHFLOW,2007,16086,610,2677,41013,4073400.0,618163200.0
CASHFLOW,2008,24380,865,9160,48498,618163200.0,1168500.0
CASHFLOW,2009,23851,1089,4068,69283,1168500.0,1159200.0
CASHFLOW,2010,32046,1038,5461,80418,1159200.0,857700.0
CASHFLOW,2011,35340,817,11266,94012,857700.0,140200.0
CASHFLOW,2012,41583,738,13688,106601,140200.0,119939300.0
CASHFLOW,2013,62308,673,14845,119491,119939300.0,911300.0
CASHFLOW,2014,68630,687,10513,119065,911300.0,2932000.0
CASHFLOW,2015,68095,661,7154,130446,2932000.0,313200.0
CASHFLOW,2016,74044,751,10353,143526,313200.0,9377600.0
CASHFLOW,2017,74142,659,9388,148860,9377600.0,25500.0
HARDEX,2005,12126,520,1723,30845,9262800.0,6026400.0
HARDEX,2006,12720,624,1914,37316,6026400.0,4073400.0
HARDEX,2007,16086,610,2677,41013,4073400.0,618163200.0
HARDEX,2008,24380,865,9160,48498,618163200.0,1168500.0
HARDEX,2009,23851,1089,4068,69283,1168500.0,1159200.0
HARDEX,2010,32046,1038,5461,80418,1159200.0,857700.0
HARDEX,2011,35340,817,11266,94012,857700.0,140200.0
HARDEX,2012,41583,738,13688,106601,140200.0,119939300.0
HARDEX,2013,62308,673,14845,119491,119939300.0,911300.0
HARDEX,2014,68630,687,10513,119065,911300.0,2932000.0
HARDEX,2015,68095,661,7154,130446,2932000.0,313200.0
HARDEX,2016,74044,751,10353,143526,313200.0,9377600.0
HARDEX,2017,74142,659,9388,148860,9377600.0,25500.0
KOLASTYNA,2005,12126,520,1723,30845,9262800.0,6026400.0
KOLASTYNA,2006,12720,624,1914,37316,6026400.0,4073400.0
KOLASTYNA,2007,16086,610,2677,41013,4073400.0,618163200.0
KOLASTYNA,2008,24380,865,9160,48498,618163200.0,1168500.0
KOLASTYNA,2009,23851,1089,4068,69283,1168500.0,1159200.0
KOLASTYNA,2010,32046,1038,5461,80418,1159200.0,857700.0
KOLASTYNA,2011,35340,817,11266,94012,857700.0,140200.0
KOLASTYNA,2012,41583,738,13688,106601,140200.0,119939300.0
KOLASTYNA,2013,62308,673,14845,119491,119939300.0,911300.0
KOLASTYNA,2014,68630,687,10513,119065,911300.0,2932000.0
KOLASTYNA,2015,68095,661,7154,130446,2932000.0,313200.0
KOLASTYNA,2016,74044,751,10353,143526,313200.0,9377600.0
KOLASTYNA,2017,74142,659,9388,148860,9377600.0,25500.0
PWRMEDIA,2005,12126,520,1723,30845,9262800.0,6026400.0
PWRMEDIA,2006,12720,624,1914,37316,6026400.0,4073400.0
PWRMEDIA,2007,16086,610,2677,41013,4073400.0,618163200.0
PWRMEDIA,2008,24380,865,9160,48498,618163200.0,1168500.0
PWRMEDIA,2009,23851,1089,4068,69283,1168500.0,1159200.0
PWRMEDIA,2010,32046,1038,5461,80418,1159200.0,857700.0
PWRMEDIA,2011,35340,817,11266,94012,857700.0,140200.0
PWRMEDIA,2012,41583,738,13688,106601,140200.0,119939300.0
PWRMEDIA,2013,62308,673,14845,119491,119939300.0,911300.0
PWRMEDIA,2014,68630,687,10513,119065,911300.0,2932000.0
PWRMEDIA,2015,68095,661,7154,130446,2932000.0,313200.0
PWRMEDIA,2016,74044,751,10353,143526,313200.0,9377600.0
